id,category,subcategory,subsubcategory,description,difficulty,tags
aa22161b-967e-4997-89f0-df4042fcae62,Scientific Computing & Analysis,Parallel & High-Performance Computing (HPC),Distributed Numerical Computation,"Implement a distributed Conjugate Gradient solver for large sparse SPD matrices using MPI (mpi4py) with row-wise partitioning and halo exchanges for sparse matrix–vector products; solve Ax=b from provided Matrix Market and NumPy inputs and write the solution residual, iterations, and per-rank timing to files. Validate against a serial SciPy reference on small cases and demonstrate strong scaling across multiple processes.",,
40f9546c-2e50-44d1-b967-99b2ba4a38d1,Scientific Computing & Analysis,Parallel & High-Performance Computing (HPC),Distributed Numerical Computation,"Build an MPI-based distributed PageRank solver for sparse graphs that partitions the adjacency matrix by rows, performs power iteration with teleportation and dangling-mass handling via collective reductions, and outputs the top-k ranked nodes and convergence metrics. Provide a CLI to read an edge list, configure alpha/tolerance, verify correctness by matching NetworkX PageRank on small graphs within 1e-6, and report weak-scaling efficiency.",,
707bfdf2-f1b4-491e-8854-88565506b954,Scientific Computing & Analysis,Parallel & High-Performance Computing (HPC),Distributed Numerical Computation,"Create an MPI-based CLI that solves the 3D Poisson equation on a structured grid via domain-decomposed finite differences and Conjugate Gradient with ghost-cell halo exchanges, then writes the solution field and strong/weak scaling metrics to /app/output.json.",,
018a423d-8383-44f2-a0bc-9662a34834a9,Scientific Computing & Analysis,Parallel & High-Performance Computing (HPC),Distributed Numerical Computation,"Implement an MPI-based 3D Poisson solver on a uniform grid using 3D Cartesian domain decomposition with nonblocking halo exchanges and Jacobi/CG iteration, writing per-iteration residuals, timings, and a central solution slice to standardized outputs. The harness runs at 1, 2, and 4 ranks to validate against a manufactured sinusoidal solution (error threshold), ensure monotonic residual decrease, and assess near-ideal weak scaling.",,
ac0d76a4-bc14-4c95-a6b2-daab533ad707,Scientific Computing & Analysis,Parallel & High-Performance Computing (HPC),Distributed Numerical Computation,"Implement a distributed 2D Poisson/heat equation solver using MPI with domain decomposition and ghost-cell halo exchanges alongside a serial baseline sharing a common CLI to control grid size, iterations, and tolerance. Save residual history and the final field to standardized outputs, validate convergence and agreement with the serial solution within a set error, and demonstrate strong-scaling across process counts.",,
9e1234ab-a24b-43a4-95b4-c3bba555d174,Scientific Computing & Analysis,Parallel & High-Performance Computing (HPC),Distributed Numerical Computation,"Implement a distributed block-Lanczos algorithm using mpi4py to compute the top-k eigenvalues and eigenvectors of a large sparse symmetric matrix loaded from /app/matrix.mtx, partitioning rows across MPI ranks for parallel matrix–vector products. Gather the Ritz values, eigenvectors, and timing metrics on rank 0 and write them to /app/eigs.json.",,
34289011-ad2a-489f-b12c-1f88fc544bc5,Scientific Computing & Analysis,Parallel & High-Performance Computing (HPC),Distributed Numerical Computation,"Implement a Python-based distributed solver (using Dask or MPI) for the 3D Gray–Scott reaction–diffusion system on a large grid with periodic boundaries, writing time‐step field snapshots to NetCDF and performing strong/weak scaling benchmarks. Include automatic error estimation against a reference solution and a CLI to configure domain size, time step, and diffusion parameters.",,
ab48a32b-f0c9-48ec-b013-587fd188d79e,Scientific Computing & Analysis,Parallel & High-Performance Computing (HPC),GPU & Accelerator Utilization,"Create a GPU-accelerated 3D FFT-based Poisson solver using CuPy that computes the potential from a density field under periodic boundary conditions, with a CPU fallback using NumPy/SciPy. The CLI should load a .npy volume, compute potential and total energy, verify relative error ≤1e-6 vs CPU on a test case, and print device info and achieved GPU speedup.",,
88ea3523-5d26-45e4-a7d4-d757e9daf587,Scientific Computing & Analysis,Parallel & High-Performance Computing (HPC),GPU & Accelerator Utilization,"Implement a GPU-accelerated 2D Poisson solver on a large grid using a CuPy/Numba-CUDA stencil (Jacobi or Red–Black Gauss–Seidel), and compare its runtime to a NumPy CPU baseline. The script must reach a specified residual tolerance, validate against an analytic solution, and write residual, iterations, and GPU speedup to /app/metrics.json.",,
f9d9cce3-0e2f-4823-8c02-7b5b67fc2f3f,Scientific Computing & Analysis,Parallel & High-Performance Computing (HPC),GPU & Accelerator Utilization,"Implement a GPU-accelerated 3D Lattice Boltzmann Method fluid solver using CuPy that reads a VTK geometry, applies D3Q19 update kernels on the GPU, and enforces periodic or no-slip boundaries. The CLI should run for specified timesteps, output velocity and pressure fields as VTK files, and produce a JSON summary of performance metrics including timing and GPU memory usage.",,
8d2192ca-d3d8-40ba-b9ad-4a529b3e7833,Scientific Computing & Analysis,Parallel & High-Performance Computing (HPC),GPU & Accelerator Utilization,"Develop a command-line tool that uses CUDA/CuPy to run a GPU-accelerated Metropolis–Hastings MCMC sampler for Bayesian logistic regression on large datasets, producing posterior samples, convergence diagnostics, and GPU versus CPU execution time comparisons.",,
2db94bb6-e4c2-4d7e-9253-233a9a053d65,Scientific Computing & Analysis,Parallel & High-Performance Computing (HPC),GPU & Accelerator Utilization,"Implement a 3D heat diffusion solver using CuPy with a custom CUDA RawKernel (7-point stencil) alongside a NumPy CPU reference, then run both on provided initial conditions to the same final time and validate the GPU field against CPU within 1e-6 max error while saving the final array, device name, and per-backend timings/speedup. Enforce the stability constraint dt <= dx^2/(6*alpha) and use shared-memory tiling with coalesced accesses in the GPU kernel.",,
e713ecd7-4425-40fe-9fd5-ac8676a4138b,Scientific Computing & Analysis,Parallel & High-Performance Computing (HPC),GPU & Accelerator Utilization,"Implement a CUDA-accelerated spectral Poisson solver that uses cuFFT via CuPy to solve the 3D Poisson equation ∇²φ=ρ on a periodic grid. The CLI should accept JSON-configured density fields, output the potential in VTK and a JSON performance report including runtime, GFLOPS, and L∞ error against an analytic solution.",,
56a9aa9f-9df0-428d-8d39-97d56101ea96,Scientific Computing & Analysis,Parallel & High-Performance Computing (HPC),GPU & Accelerator Utilization,"Implement a Python command-line tool using CuPy that runs a 3D Lennard-Jones molecular dynamics simulation on the GPU with periodic boundary conditions, GPU-based Verlet neighbor list construction, and velocity-Verlet integration for a user-specified number of steps. The tool must compute and record the total energy and temperature time series, write final positions and velocities to /app/final_state.npz, and export the radial distribution function as /app/rdf.csv and metrics as /app/output.json.",,
34cac5df-f210-4b43-a6be-22efd2518daa,Scientific Computing & Analysis,Parallel & High-Performance Computing (HPC),GPU & Accelerator Utilization,"Implement a 3D FFT-based Poisson solver with periodic boundaries accelerated on GPU using CuPy/cuFFT, supporting batched right-hand sides and single/double precision. Provide a CLI that validates against a manufactured analytic solution and reports accuracy plus speedup versus a NumPy/FFTW CPU baseline.",,
8e821cbf-d965-4c81-883d-70de91f997f6,Scientific Computing & Analysis,Parallel & High-Performance Computing (HPC),Multi-Threaded & Parallel Programming,"Implement a Conjugate Gradient solver for large SPD sparse matrices in CSR format with both serial and OpenMP-threaded paths for SpMV and vector reductions, selectable via a CLI. Load a provided matrix/vector, solve to a tolerance, and output solution, residual norm, and per-iteration timing to validate correctness and speedup across thread counts.",,
ee348e00-ff14-4d69-b341-60c1d26fee40,Scientific Computing & Analysis,Parallel & High-Performance Computing (HPC),Multi-Threaded & Parallel Programming,"Implement serial and OpenMP-parallelized Conjugate Gradient for large SPD sparse matrices in CSR loaded from Matrix Market files, with optional Jacobi preconditioning and fused parallel reductions. Provide a common CLI to solve Ax=b, write residual histories and solution summaries, verify the parallel solution matches serial within tolerance, and report timing-based speedups across thread counts.",,
df34c07c-d818-4783-82e5-a08fe905c558,Scientific Computing & Analysis,Parallel & High-Performance Computing (HPC),Multi-Threaded & Parallel Programming,"Build a multi-threaded Smith–Waterman local sequence alignment engine that parallelizes anti-diagonals (wavefront) with OpenMP alongside a serial baseline, exposing a CLI to align FASTA pairs and emit alignment score and traceback. Include correctness checks against a known-good implementation and a benchmark that reports GCUPS and thread-scaling.",,
a011b7f8-1144-4e62-a25c-b6caefc56a20,Scientific Computing & Analysis,Parallel & High-Performance Computing (HPC),Multi-Threaded & Parallel Programming,"Implement a Python MPI-based solver for the 2D heat diffusion equation using an explicit finite-difference scheme, distributing grid rows across ranks with ghost-cell exchanges. Accept grid size and time steps from a JSON config, write the final temperature field to /app/output.npy, and report total runtime and per-rank timing metrics.",,
bc88264c-619a-4b15-a271-0f8c18b9ca90,Scientific Computing & Analysis,Parallel & High-Performance Computing (HPC),Multi-Threaded & Parallel Programming,"Implement a Python CLI that reads initial positions and masses of N bodies from /app/bodies.csv, constructs a Barnes–Hut octree, and computes gravitational forces in parallel across CPU cores using multiprocessing, then integrates motion via a symplectic leapfrog scheme. Output trajectories as time-stamped CSV files and a JSON performance report showing speedup and scaling for varying core counts.",,
f5432d22-9e82-421f-9243-4d44d54d4bb4,Scientific Computing & Analysis,Parallel & High-Performance Computing (HPC),Multi-Threaded & Parallel Programming,"Develop a Python CLI that runs a parallel N-body gravitational simulation using multiprocessing to distribute pairwise force calculations and Velocity Verlet integration, supporting configurable number of bodies and time steps. The tool must compute and log energy/momentum conservation metrics and output trajectories and summary statistics in JSON format.",,
8a964256-76b1-441d-9912-80cb2da724b9,Scientific Computing & Analysis,Parallel & High-Performance Computing (HPC),Multi-Threaded & Parallel Programming,"Implement a multithreaded Python CLI that runs parallel Monte Carlo simulations of the 2D Ising model across a range of temperatures, dividing the lattice into thread-owned blocks and performing concurrent Metropolis sweeps. Output per-temperature time-series CSVs of magnetization and energy plus a summary JSON with average observables, heat capacity, susceptibility, and thread scalability metrics.",,
37a865e1-c676-42ea-bfaf-ec9f0502ab1b,Scientific Computing & Analysis,Parallel & High-Performance Computing (HPC),Multi-Threaded & Parallel Programming,"Implement a 2D steady-state Poisson solver on a large grid using Jacobi iterations, providing both a single-threaded baseline and a multi-threaded version (OpenMP or multiprocessing). The CLI must accept grid size and thread count, iterate until a residual threshold, and write the final field plus a convergence/timing summary that demonstrates speedup with ≥4 threads.",,
29ea492a-f234-4de5-96cc-113a722e273d,Scientific Computing & Analysis,Parallel & High-Performance Computing (HPC),Multi-Threaded & Parallel Programming,"Implement serial and shared-memory parallel PageRank for a large sparse graph loaded from disk, using thread-partitioned sparse matvec and residual-based convergence. Output the top-ranked nodes and detailed timings to demonstrate speedup over the serial baseline.",,
d4e0ffb5-d578-4803-b56e-ba2db422ac5d,Scientific Computing & Analysis,Reproducible Research & Workflow Automation,Data Versioning & Dependency Control,"Create a reproducible time-travel runner that checks out dataset revisions (e.g., tags data/v1 and data/v2) with DVC, resolves the exact environment via conda-lock, executes a Snakemake pipeline, and writes a provenance manifest listing git SHAs, DVC object IDs, lockfile hash, and output checksums. Generate a metric-drift report comparing the two runs and fail if any data or dependency is not pinned.",,
42d607b0-b6e0-4eae-9b5b-a5f7700a713a,Scientific Computing & Analysis,Reproducible Research & Workflow Automation,Data Versioning & Dependency Control,"Initialize a Git+DVC project tracking /app/data.csv with a local remote and a two-stage, params.yaml-driven pipeline (preprocess -> analysis) that produces metrics.json and commits the resulting dvc.lock. Pin Python dependencies via a generated lockfile (e.g., pip-tools) and run in a fresh venv; then modify the data to create a second version, check out the original DVC tag to reproduce identical metrics and checksums, and write the original data hash and metric to /app/answer.json.",,
644c5b12-9429-45d2-9f69-b3c4e12fcced,Scientific Computing & Analysis,Reproducible Research & Workflow Automation,Data Versioning & Dependency Control,"Build a DVC-managed analysis pipeline that versions two dataset revisions in a local DVC remote and runs a metrics script inside a conda-lock pinned environment. The run must write /app/results.json with metrics and provenance (dataset DVC hash, lockfile digest, git commit, script checksum) and reproduce bit-for-bit identical outputs across reruns.",,
682b0fa3-1a14-4e6f-b033-caefe0c32d4c,Scientific Computing & Analysis,Reproducible Research & Workflow Automation,Data Versioning & Dependency Control,"Build a DVC-backed pipeline (local remote) with dvc.yaml stages to fetch, preprocess, and analyze a dataset while pinning Python dependencies with pip-tools to a requirements.lock. Prove reproducibility by switching between two Git tags and using dvc checkout so that metrics.json and output file checksums exactly match each tag’s recorded state.",,
88bd1ec5-b983-4af4-87d2-5ce95a328e63,Scientific Computing & Analysis,Reproducible Research & Workflow Automation,Data Versioning & Dependency Control,"Create a DVC-based pipeline in /app that version-controls raw and processed datasets, with stages for data cleaning, analysis, and result generation, and employs a hash-locked requirements.txt plus environment.yml to pin dependencies. Provide CLI commands to checkout past experiment versions, install exact environments, rerun pipelines reproducibly, and output checksums for all artifacts.",,
afce8ce1-7e30-4255-9c34-fd3651573688,Scientific Computing & Analysis,Reproducible Research & Workflow Automation,Data Versioning & Dependency Control,"Implement a DVC-managed pipeline (preprocess → train → evaluate) with two local dataset versions and lock Python dependencies via pip-tools so reproducing on v1 yields identical artifact and metrics hashes across runs, while switching to v2 triggers only minimal stage recomputation. The run must emit an output manifest with dataset version, DVC stage checksums, and exact pip freeze, and validate at startup that installed packages match the lockfile.",,
282861b7-a463-417d-ba4e-248cf15b680e,Scientific Computing & Analysis,Reproducible Research & Workflow Automation,Experiment Logging & Provenance Tracking,"Develop a CLI pipeline tool that ingests a YAML workflow specification to orchestrate data preprocessing, model training, and evaluation, automatically versioning datasets with DVC and logging code commits, Conda environments, hyperparameters, and metrics to MLflow. Upon completion, generate an interactive provenance graph tracing data, parameters, and artifacts across runs for end-to-end auditability.",,
e18e4633-b4e7-434d-8f4b-294ec6587175,Scientific Computing & Analysis,Reproducible Research & Workflow Automation,Experiment Logging & Provenance Tracking,"Build a small ML experiment pipeline (data → preprocess → train → eval) that uses DVC to version data and stages and MLflow (file backend) to log params, metrics, artifacts, code version, and environment. Provide a CLI to run a parameter sweep and emit a single provenance.json that links each produced model and report to its DVC hash, MLflow run ID, Git commit, code diff, and random seed, enabling exact reruns.",,
f7bfcadb-d67a-4b57-bfcf-dee30bad6f70,Scientific Computing & Analysis,Reproducible Research & Workflow Automation,Experiment Logging & Provenance Tracking,"Create a DVC-tracked pipeline (preprocess → train → evaluate) for a small scikit-learn task, and instrument each run with MLflow to log parameters, metrics, artifacts, git commit, and DVC data hashes. Prove reproducibility by rerunning dvc repro to obtain byte-identical outputs and emit a provenance report linking MLflow run IDs to the exact DVC stage versions used to produce the final metrics.",,
8b83766a-c491-4fcf-bec8-b356f3a81f46,Scientific Computing & Analysis,Reproducible Research & Workflow Automation,Experiment Logging & Provenance Tracking,"Create a DVC-driven workflow (data → preprocess → model) that logs parameters, metrics, and artifacts to MLflow, and emits a provenance.json capturing dataset checksums, code commit, DVC stage graph, environment snapshot, and MLflow run IDs. Provide a CLI to reproduce any past run from only an MLflow run ID by restoring DVC versions and the environment, then verify artifact byte equality and write a reproducibility report.",,
97aeebfc-3d41-432a-b0f2-cd549adde78f,Scientific Computing & Analysis,Reproducible Research & Workflow Automation,Experiment Logging & Provenance Tracking,"Implement a Dockerized CLI that uses DVC to version raw and processed data, Git to snapshot code, and MLflow to log parameter sweeps, metrics, and artifacts, then generates an HTML provenance report showing data lineage, experiment comparisons, and diffed commit history. Ensure that invoking the CLI with a --reproduce flag can recreate any logged experiment end-to-end using the tracked artifacts and parameters.",,
8434eef3-682e-4512-abef-e41bff0739e3,Scientific Computing & Analysis,Reproducible Research & Workflow Automation,Notebook & Script Reproducibility,"Implement a reproducibility runner that provisions a fresh Conda environment from environment.yml, executes each Jupyter notebook in /app/notebooks headlessly via nbconvert, and extracts JSON metrics embedded via papermill. The tool must compute SHA256 checksums of outputs, compare them against stored baselines, and output a consolidated pass/fail report indicating any divergences across runs.",,
30ccecd9-85e4-475f-a94e-f91e6ab95641,Scientific Computing & Analysis,Reproducible Research & Workflow Automation,Notebook & Script Reproducibility,"Implement a Snakemake pipeline that parses a mixed Python–R Jupyter notebook, auto-generates conda environment.yml and renv.lock files, executes the notebook headlessly, and validates output cell SHA256 hashes against a provided manifest for reproducibility. Finally, bundle the notebook, lockfiles, and execution logs into a deployable archive.",,
f55d619f-8a2a-48a8-a3dd-efecbfda7ce9,Scientific Computing & Analysis,Reproducible Research & Workflow Automation,Notebook & Script Reproducibility,"Convert a provided Jupyter notebook into a deterministic, headless analysis pipeline by parameterizing randomness, extracting it to a Python script, and orchestrating execution with a Makefile that builds a fully pinned, hashed environment (e.g., pip-tools) and runs papermill to regenerate results. The pipeline must yield byte-identical CSV/PNG outputs across reruns and emit a manifest.json capturing package lock hashes, data checksums, seeds, and system info for verification.",,
c7d59433-73c9-422b-8604-e4cb08737864,Scientific Computing & Analysis,Reproducible Research & Workflow Automation,Notebook & Script Reproducibility,"Create a CLI pipeline that executes /app/analysis.ipynb with papermill using explicit parameters (including a fixed RNG seed), producing deterministic metrics, tables, and plots in /app/outputs and verifying bit-for-bit identical artifacts across two consecutive runs via SHA256 checksums. The run must also emit a locked requirements file and environment manifest (Python, OS, and package versions) alongside the outputs to ensure re-execution fidelity.",,
7930b1d2-4e38-40f8-b1d4-ea74578e5cce,Scientific Computing & Analysis,Reproducible Research & Workflow Automation,Notebook & Script Reproducibility,"Refactor a provided Jupyter notebook with stochastic analyses into a deterministic, parameterized workflow that runs in a locked Python environment and produces byte-for-byte identical outputs on repeated runs. Expose a single terminal entrypoint that pins dependencies, executes the notebook (via papermill or a jupytext-converted script) with fixed seeds and constrained BLAS threads, and writes results.json plus a reproducibility checksum.",,
acb1faab-8f24-4d44-87b8-e2c6fda3a523,Scientific Computing & Analysis,Reproducible Research & Workflow Automation,Notebook & Script Reproducibility,"Develop a script and environment specification that uses Papermill to parameterize and execute /app/analysis.ipynb with a given data CSV and random seed, captures outputs to /app/output, and verifies reproducibility by comparing SHA256 checksums of the generated HTML report and metrics JSON across repeated runs.",,
451315f7-4729-47d8-9e11-4d21f818e1c6,Scientific Computing & Analysis,Reproducible Research & Workflow Automation,Notebook & Script Reproducibility,"Convert a geospatial analysis notebook that reprojects a provided shapefile and computes polygon areas under two CRSs into a headless, reproducible CLI executed via papermill/nbconvert, pinning GDAL/PROJ and setting deterministic env vars (e.g., PROJ network/grid settings and single-threaded BLAS). The run must produce identical CSV/PNG artifacts and a results.json with area summaries and SHA256 hashes across repeated clean-container executions.",,
91bd85b0-8e2d-4e2f-af34-a20e004e1ea0,Scientific Computing & Analysis,Reproducible Research & Workflow Automation,Report Generation & Automation,"Build a Makefile-driven pipeline that ingests experiment CSVs, computes grouped summaries with bootstrap CIs, renders figures/tables, and compiles a templated Markdown into a standalone HTML (and optional PDF) report via Pandoc with embedded assets. The workflow must support incremental rebuilds and include a provenance appendix (git commit, CLI args, pip freeze), writing /app/report/index.html and a machine-readable /app/results.json.",,
4b3b8861-8782-4c57-82a8-62768b10ff49,Scientific Computing & Analysis,Reproducible Research & Workflow Automation,Report Generation & Automation,"Implement a Snakemake workflow that cleans raw datasets, performs statistical analyses and generates publication-quality plots, then automatically compiles a Markdown report to PDF via Pandoc with embedded tables, figures, software versions, and runtime logs. Ensure full reproducibility by capturing environment specifications (e.g., conda YAML) and Git commit metadata within the report.",,
b86776d0-8b2a-486f-943d-47d1a3b953cf,Scientific Computing & Analysis,Reproducible Research & Workflow Automation,Report Generation & Automation,"Implement a CLI that runs a parameter sweep for a numerical model, collects output metrics and plots, then uses a Pandoc template to compile a PDF report with methodology, results tables, convergence plots, and embedded input/output hashes to ensure full reproducibility.",,
abddac5a-e255-406c-b179-1bbcd08e8296,Scientific Computing & Analysis,Reproducible Research & Workflow Automation,Report Generation & Automation,"Build a CLI pipeline that performs a seeded analysis on a provided dataset, exports figures and tables, and assembles a fully self-contained HTML report (embedded images, no external assets) plus a manifest with SHA256 checksums and environment metadata. Orchestrate with Makefile/Snakemake so unchanged inputs trigger cached steps and reruns produce byte-identical outputs.",,
dabd28b1-f5fe-481f-acdf-8bf7183ddffb,Scientific Computing & Analysis,Scientific Data Processing & Visualization,Data Cleaning & Transformation,"Implement a Python CLI that ingests an HDF5 file of nested oceanographic CTD casts, flattens the station/profile hierarchy into a tidy tabular structure, standardizes timestamps to ISO-8601, imputes missing salinity and temperature via nearest-neighbor interpolation, applies depth-based smoothing and min-max scaling, and exports the result as Parquet with a JSON metadata summary.",,
40cce994-7bb7-428b-a0ed-5e7901e22f14,Scientific Computing & Analysis,Scientific Data Processing & Visualization,Data Cleaning & Transformation,"Build a CLI that ingests a folder of heterogeneous NetCDF climate model files, maps variables to CF-standard names, converts units to SI, reprojects to a target grid, and aligns time onto a unified daily calendar with gap filling. Output a consolidated chunked Zarr store and a manifest CSV documenting provenance, unit conversions, and optional baseline-normalized anomaly fields.",,
df4b2dda-f533-40a5-a9d7-a6f2a3c7cdf5,Scientific Computing & Analysis,Scientific Data Processing & Visualization,Data Cleaning & Transformation,"Create a Python CLI that ingests a directory of daily CF-NetCDF climate files, harmonizes variable names/attributes, converts units to a specified target, stitches a continuous time axis over a given range, and repairs single-day gaps via flagged interpolation. Compute per-calendar-month climatology over a baseline and standardized anomalies, then write a CF-compliant compressed NetCDF of the cleaned series plus a CSV of the monthly climatology.",,
03a7a2c7-624a-4704-b57c-1bc8bdba00ab,Scientific Computing & Analysis,Scientific Data Processing & Visualization,Data Cleaning & Transformation,"Create a CLI that ingests a directory of daily CF-netCDF climate files, harmonizes units (e.g., K→°C), decodes mixed time units/calendars, merges along time, masks fill values, removes outliers, and resamples to monthly means. Compute 1991–2020 per-gridcell climatology and z-score anomalies, then export a chunked, compressed Zarr dataset with consolidated metadata and a Parquet summary index.",,
abdb95f4-55f0-4228-bdfe-314f4ea268be,Scientific Computing & Analysis,Scientific Data Processing & Visualization,Data Cleaning & Transformation,"Create a CLI tool that ingests a DICOM CT series, converts pixel data to Hounsfield Units via RescaleSlope/Intercept (handling per-slice calibration), clips to [-1024, 3071], and resamples to 1 mm isotropic voxels while preserving spatial metadata. Write a single 3D NIfTI (.nii.gz) with correct RAS affine and a JSON summary of original/resampled spacings, dimensions, and any slices skipped due to corruption.",,
47e7f52a-7f64-40bb-b0c1-8000efceed93,Scientific Computing & Analysis,Scientific Data Processing & Visualization,Data Cleaning & Transformation,"Build a CLI that ingests a directory of environmental sensor CSV/TSV files with mixed time zones and units, converts all measurements to SI using declared metadata, aligns timestamps to UTC, resamples to uniform 1-minute intervals, flags/removes outliers, and imputes short gaps. Write a single tidy, columnar Parquet dataset with standardized NaNs and stable column order, plus a JSON file summarizing QC metrics and unit conversions applied.",,
3ab8bc03-605c-4490-bd71-27377eff0ee7,Scientific Computing & Analysis,Scientific Data Processing & Visualization,Data Cleaning & Transformation,"Develop a Python CLI that ingests a set of NetCDF climate model outputs, regrids variables to a common resolution using xESMF, computes seasonal anomalies against a climatology baseline, and fills missing data via spatiotemporal interpolation. The tool must write cleaned NetCDF files with standardized metadata and a CSV summary of seasonal anomaly statistics by region.",,
c785a399-e492-49c8-b5fd-3e2e0db48efe,Scientific Computing & Analysis,Scientific Data Processing & Visualization,Data Cleaning & Transformation,"Create a Python CLI that ingests multiple netCDF climate datasets, aggregates daily data to user-specified temporal resolutions, computes anomalies against a defined baseline period, performs spatial regridding to a target grid using bilinear interpolation, and writes out a consolidated Zarr store and regional anomaly summary CSV. Implement gap-filling for missing data via temporal and spatial interpolation and enforce CF metadata conventions throughout the pipeline.",,
22874c08-08e4-441f-889a-d43e8854c996,Scientific Computing & Analysis,Scientific Data Processing & Visualization,Image & Geospatial Data Handling,"Implement a Python CLI that reads a directory of LiDAR .las files, bins points to generate a raster DEM, computes hillshade and slope rasters, and extracts contour lines at 10m intervals as GeoJSON. Finally assemble a standalone Leaflet HTML map overlaying the DEM, hillshade, slope colormap, and contours with interactive toggles.",,
f22172b2-c14e-481d-ae93-8c3d72a2b37e,Scientific Computing & Analysis,Scientific Data Processing & Visualization,Image & Geospatial Data Handling,"Implement a Python CLI that ingests a directory of multispectral GeoTIFFs, masks clouds using a threshold-based algorithm, computes NDVI/SAVI indices, and spatially aligns them over an AOI defined by a GeoJSON. Generate time-series mosaicked GeoTIFFs and an interactive Folium HTML map highlighting seasonal vegetation changes.",,
a7dc9322-a30f-4828-8185-429ecda427eb,Scientific Computing & Analysis,Scientific Data Processing & Visualization,Image & Geospatial Data Handling,"Implement a Python CLI that ingests a GeoTIFF DEM and a GeoJSON LineString, reprojects the path to the DEM CRS, and samples elevations at uniformly spaced intervals. Compute local slope and aspect via finite differences and output a CSV profile (distance,elevation,slope,aspect) plus a Matplotlib PNG plot of elevation and slope versus distance.",,
3f95ae32-2def-423c-b68f-14e653c9bab9,Scientific Computing & Analysis,Scientific Data Processing & Visualization,Image & Geospatial Data Handling,"Implement a CLI that reads two multi-band GeoTIFF satellite images from different dates, warps and aligns them to a common CRS, computes per-pixel NDVI difference, and applies Otsu thresholding to extract significant vegetation changes. Output a GeoTIFF of change magnitude, a vector shapefile of change polygons, and a JSON summary with area statistics.",,
5547c3b1-5422-40e8-89de-be9942ff655f,Scientific Computing & Analysis,Scientific Data Processing & Visualization,Image & Geospatial Data Handling,"Build a Python CLI that ingests a time-series of multispectral GeoTIFFs and a polygon ROI, decodes per-pixel cloud masks from QA bands, harmonizes projection/resolution, and computes a cloud-free median NDVI composite. Output a cloud-optimized GeoTIFF with overviews, a quicklook PNG with ROI outline and scale bar, and a CSV of per-ROI summary statistics.",,
af7689d1-163c-48f1-873d-64a7a51ce980,Scientific Computing & Analysis,Scientific Data Processing & Visualization,Image & Geospatial Data Handling,"Create a CLI that loads two co-registered GeoTIFF satellite images from different dates, computes per-pixel NDVI change, thresholds significant vegetation loss/gain, and vectorizes affected regions into a GeoJSON with area metrics. It must reproject inputs to a common CRS, generate a change-overlay PNG map, and output a summary JSON report with region statistics.",,
1b4bbbb3-34d3-4686-be38-a7dc5fbbf4db,Scientific Computing & Analysis,Scientific Data Processing & Visualization,Image & Geospatial Data Handling,"Build a Python CLI that ingests a multi-band satellite GeoTIFF (with NIR and Red), computes NDVI with nodata handling, reprojects to EPSG:3857, and writes a colorized XYZ tile pyramid into an MBTiles database with correct bounds and metadata. Additionally, vectorize pixels where NDVI exceeds a threshold into simplified GeoJSON polygons and export a PNG quicklook map.",,
29de4ed3-528d-4aba-a9dd-7a89fee1b473,Scientific Computing & Analysis,Scientific Data Processing & Visualization,Image & Geospatial Data Handling,"Create a Python tool that reads a folder of multi-date satellite GeoTIFFs with varying CRSs and resolutions plus an AOI polygon, reprojects and clips them to a common grid, and builds a cloud-robust medoid mosaic across dates using RGB+NIR bands. Write the mosaic as a Cloud-Optimized GeoTIFF, a PNG quicklook with AOI overlay, and a JSON report of per-band mean/std and fraction of valid pixels.",,
08ecaadb-7f50-4f73-993d-a8b2af152935,Scientific Computing & Analysis,Scientific Data Processing & Visualization,Image & Geospatial Data Handling,"Create a CLI that georectifies an unreferenced aerial image using provided ground control points (pixel ↔ lon/lat), warps to a target CRS, and outputs a tiled, compressed Cloud-Optimized GeoTIFF with correct nodata and overviews. Also produce a quicklook PNG, a GeoJSON footprint of the warped image, and a JSON report of per-point residuals and overall RMSE.",,
7c8fc36f-7574-4160-a26b-5adc2571085a,Scientific Computing & Analysis,Scientific Data Processing & Visualization,Image & Geospatial Data Handling,"Create a Python CLI that mosaics multispectral GeoTIFF tiles, reprojects to EPSG:3857, clips to polygons in a GeoJSON ROI, computes NDVI from specified Red/NIR bands while honoring nodata and an optional cloud mask, and saves a color-mapped NDVI PNG plus a Cloud-Optimized GeoTIFF. Also compute per-polygon zonal statistics (mean, median, std, pixel count) and write them to a GeoJSON output.",,
8439f17f-572d-48cd-9f1a-2ec0d0083722,Scientific Computing & Analysis,Scientific Data Processing & Visualization,Spectral & Signal Processing,"Implement a Python CLI that loads a multichannel time series, applies adaptive notch filtering at mains and harmonics plus a zero-phase bandpass, then computes multitaper PSDs and magnitude-squared coherence; it must detect and report dominant peaks, band powers, spectral entropy, and a coherence matrix to /app/results.json and save publication-quality PSD/coherence plots. Include a test mode that synthesizes known signals to validate peak frequencies within ±0.2 Hz and coherence above 0.9.",,
